-7.340992051724569423e-02,-3.086999010229409812e-01,2.896445261340198710e-02,-1.066003581778055820e-01,-2.081006679832058393e-01,-6.745495561022184228e-02,-2.769638556218007586e-01,2.559288589678910264e-01,-1.208692898923093423e-01,-6.615877773176280507e-02,7.086109397778932451e-01,2.261443476136217601e-01,-1.338076926561112545e-01,-1.818973384907309199e-01,-2.870105578675424818e-02,-1.591417732890240688e-01,-1.110521274544044174e-01,5.461457234629703977e-02,1.033283804701280312e-01,1.471665275314714694e-01
-3.406677984329004039e-02,-1.135641875214672414e-01,1.465922403037855926e-02,1.066003581778060816e-01,3.658908483326275274e-01,1.702994452084176935e-01,4.825955710729836756e-01,7.606494603033414625e-01,1.090547429179197486e-16,1.497177402450305833e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.387778780781445676e-17,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.323454606951700696e-01,-2.456954918810248800e-01,3.694392852554939655e-01,-1.117802317294241476e-16,-1.805689775992622426e-01,3.280608870852615849e-02,-5.740252339274235643e-02,8.701500780828114179e-02,-3.940170633538566530e-02,7.145196065157967402e-02,-3.573971927068981397e-02,8.991591594588377312e-02,7.288744681199595954e-01,-9.514045235706927728e-02,1.593150995447282781e-01,2.142792511901925323e-01,3.829417166722131477e-02,1.141391173097958817e-01,-5.340333764551209034e-02,-5.633834372038200311e-02
3.879912647905142675e-01,-2.734276818092017391e-01,-6.867718045498799606e-02,-2.132007163556103591e-01,5.347189826582252753e-03,-5.327641468923642251e-03,-1.759475926807665125e-01,1.180075548426906124e-01,1.339999332773052221e-01,-5.474356587368884967e-03,-9.754834365989908940e-02,1.835805379624086964e-01,-1.786668844183693650e-01,7.363493530236316920e-01,-8.684189564881500401e-02,4.975448985472437358e-02,1.347382524127233028e-01,2.164877932349312459e-02,1.191781622429903820e-01,3.754293681499602103e-02
2.278827657219981151e-01,-1.065307109658448631e-01,-5.831198689450906025e-01,2.132007163556104146e-01,-6.822459847480319417e-02,-3.602044222084348907e-02,3.651936369062520893e-02,-6.627356565598111794e-03,2.566099399236394518e-01,-6.525698386944661644e-02,-6.502215780749173724e-02,1.715195367585062580e-01,7.668721748794302129e-02,-1.977124060361968305e-01,5.458534588265213650e-01,-1.593233426124801011e-01,1.150762809116597785e-01,-1.193602761101538179e-01,1.620849343408041765e-01,1.344682170289860645e-01
-4.057553812124157222e-01,-6.300440914191605957e-02,-3.404748326420920512e-01,-1.066003581778054848e-01,-2.753169038394361057e-02,-1.002610443187480077e-01,-2.195613322290584646e-01,1.689138511596099124e-01,6.098818364244475848e-02,-2.497022731096105314e-02,-1.888997265822885407e-01,1.028536244831737972e-01,1.706926464084935757e-01,-4.503837715295625627e-02,-1.796724535353414753e-01,6.390945282149949058e-01,-1.451744482235551859e-01,-5.952454496349882107e-02,1.567317181156401285e-01,2.118485730479945373e-01
-4.614011853077600311e-01,-3.527221921373918656e-02,9.764163306838997969e-02,1.066003581778047493e-01,-2.134478578097881440e-01,-6.212731414129821911e-02,-1.010162629410342600e-01,1.379213041252004834e-01,-1.124134559702462122e-01,5.195608992798748937e-02,-1.270911021930792584e-01,9.189002466648887868e-03,7.823399894682236955e-02,1.234718174663427259e-01,6.648454165820183448e-02,-1.963807104495368105e-01,7.583814710309427776e-01,3.296579302280391865e-02,-1.584978177286231957e-02,1.179672925126165062e-01
8.352388398529686508e-02,4.481852945264561683e-01,-2.973563038467326725e-01,-2.017119776170835904e-16,-9.670510022877238515e-03,-1.504570966567779500e-01,-1.808834892837873076e-01,2.294840033379555166e-01,1.865420591780841408e-01,-5.112009252265460081e-03,1.193533064979995229e-01,5.252329923267516285e-04,1.723070354169265739e-01,4.744335607978566322e-02,-1.284427663855697566e-01,-9.111430743471637950e-02,3.374937190242457974e-02,6.408438413643209319e-01,-2.190282478922222775e-01,-1.732558789556115642e-01
2.787807988995258390e-02,4.759174844546330552e-01,1.407601618637493168e-01,2.132007163556100537e-01,-1.955866774487217685e-01,-1.123233664793281544e-01,-6.233841999576313075e-02,1.984914563035461155e-01,-4.384188731435421232e-02,2.675810355773048516e-02,1.544620851395573646e-01,-7.978946615037252332e-02,6.649846508142967516e-02,1.992661471068024881e-01,1.143767480895170607e-01,6.840423282306715147e-02,-6.436344920230564759e-02,-2.666658206493762173e-01,6.083902522192752294e-01,-2.704746402094460045e-01
2.350237646139742009e-01,4.178288450117341735e-01,2.030075651602019846e-02,-2.132007163556104146e-01,-2.017871075415807736e-01,3.112407203696174814e-04,1.817886736248189028e-01,8.405345951899947932e-02,-3.092769745849490576e-02,-9.386450932799515756e-03,1.817531406000167660e-01,-1.578199213167841564e-01,3.206098114966932089e-02,7.303068027701463405e-02,3.965129545482682510e-02,1.258186720741165943e-01,8.484897294677129498e-02,-2.175321398962825059e-01,-2.489524440731354371e-01,6.665126939884108426e-01
