"0,1,2,3,4,7,15,19",-1.0,-0.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-1.0,-1.0
"0,1,2,3,4,7,15,19",-0.0,-1.0,-0.0,-0.0,-1.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,7,15,19",1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-1.0,1.0,-0.0,1.0
"0,1,2,3,4,7,15,19",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,7,15,19",-1.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,-1.0,-1.0,-1.0
"0,1,2,3,4,7,15,19",-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-1.0

"0,1,2,3,4,7,16,17",-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,7,16,17",-0.0,-0.0,-1.0,-1.0,-0.0,-1.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0
"0,1,2,3,4,7,16,17",-1.0,1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-0.0,1.0
"0,1,2,3,4,7,16,17",-0.0,-1.0,-0.0,-0.0,-1.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,7,16,17",-0.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-1.0,-1.0,1.0,1.0
"0,1,2,3,4,7,16,17",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,7,16,17",-1.0,1.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,-1.0,-0.0,1.0
"0,1,2,3,4,7,16,17",-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-1.0

"0,1,2,3,4,7,16,18",-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,7,16,18",-0.0,-0.0,-1.0,-1.0,-0.0,-1.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0
"0,1,2,3,4,7,16,18",-1.0,1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-0.0,1.0
"0,1,2,3,4,7,16,18",-0.0,-1.0,-0.0,-0.0,-1.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,7,16,18",-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-1.0,-1.0,-1.0,-0.0
"0,1,2,3,4,7,16,18",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,7,16,18",-1.0,1.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,-1.0,-0.0,1.0
"0,1,2,3,4,7,16,18",-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-1.0

"0,1,2,3,4,7,16,19",-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,7,16,19",-0.0,-0.0,-1.0,-1.0,-0.0,-1.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0
"0,1,2,3,4,7,16,19",-1.0,-0.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-1.0,-1.0
"0,1,2,3,4,7,16,19",-0.0,-1.0,-0.0,-0.0,-1.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,7,16,19",-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-1.0,-1.0,-1.0,-0.0
"0,1,2,3,4,7,16,19",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,7,16,19",-1.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,-1.0,-1.0,-1.0
"0,1,2,3,4,7,16,19",-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-1.0

"0,1,2,3,4,7,17,19",-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,7,17,19",-0.0,-0.0,-1.0,-1.0,-0.0,-1.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0
"0,1,2,3,4,7,17,19",-0.0,-0.0,-0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0,1.0,1.0,-0.0
"0,1,2,3,4,7,17,19",-0.0,-1.0,-0.0,-0.0,-1.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,7,17,19",1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,1.0
"0,1,2,3,4,7,17,19",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,7,17,19",-1.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,-1.0,-1.0,-1.0
